id,size_total,start_day,end_day,calendar_day_count,active_days_count,diff_day,percentage_average,average_daily_minutes,monthly_perf,active_months,peak_month,season_perf,peak_season,weekly_perf
303e23a20828d3bd51eecda66383e525,2,2024-09-01,2025-08-31,365,344,21,13.88,199.82,"[{'month_start': datetime.datetime(2024, 9, 1, 0, 0), 'avg_utilization_pct': 9.92, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 10, 1, 0, 0), 'avg_utilization_pct': 7.01, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 11, 1, 0, 0), 'avg_utilization_pct': 6.47, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 12, 1, 0, 0), 'avg_utilization_pct': 7.25, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 1, 1, 0, 0), 'avg_utilization_pct': 4.4, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 2, 1, 0, 0), 'avg_utilization_pct': 12.9, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 3, 1, 0, 0), 'avg_utilization_pct': 14.33, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 4, 1, 0, 0), 'avg_utilization_pct': 12.3, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 5, 1, 0, 0), 'avg_utilization_pct': 11.97, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 6, 1, 0, 0), 'avg_utilization_pct': 20.71, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 7, 1, 0, 0), 'avg_utilization_pct': 31.99, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 8, 1, 0, 0), 'avg_utilization_pct': 26.98, 'active_flag': True}]",['Sep' 'Oct' 'Nov' 'Dec' 'Jan' 'Feb' 'Mar' 'Apr' 'May' 'Jun' 'Jul' 'Aug'],Jul,"[{'season': 'Winter', 'season_share_avg': 0.36, 'season_avg_utilization_pct': 24.55}
 {'season': 'Spring', 'season_share_avg': 0.29, 'season_avg_utilization_pct': 38.6}
 {'season': 'Summer', 'season_share_avg': 0.59, 'season_avg_utilization_pct': 79.68}
 {'season': 'Fall', 'season_share_avg': 0.76, 'season_avg_utilization_pct': 23.4}]",Summer,"[{'week_start': datetime.datetime(2024, 8, 26, 0, 0), 'avg_utilization_pct': 10.66, 'total_minutes_week': 153.5}
 {'week_start': datetime.datetime(2024, 9, 2, 0, 0), 'avg_utilization_pct': 10.31, 'total_minutes_week': 1039.5}
 {'week_start': datetime.datetime(2024, 9, 9, 0, 0), 'avg_utilization_pct': 8.5, 'total_minutes_week': 856.5}
 {'week_start': datetime.datetime(2024, 9, 16, 0, 0), 'avg_utilization_pct': 9.39, 'total_minutes_week': 946.5}
 {'week_start': datetime.datetime(2024, 9, 23, 0, 0), 'avg_utilization_pct': 11.04, 'total_minutes_week': 1112.5}
 {'week_start': datetime.datetime(2024, 9, 30, 0, 0), 'avg_utilization_pct': 16.04, 'total_minutes_week': 462.0}
 {'week_start': datetime.datetime(2024, 10, 7, 0, 0), 'avg_utilization_pct': 9.46, 'total_minutes_week': 953.0}
 {'week_start': datetime.datetime(2024, 10, 14, 0, 0), 'avg_utilization_pct': 6.86, 'total_minutes_week': 691.0}
 {'week_start': datetime.datetime(2024, 10, 21, 0, 0), 'avg_utilization_pct': 7.42, 'total_minutes_week': 748.0}
 {'week_start': datetime.datetime(2024, 10, 28, 0, 0), 'avg_utilization_pct': 9.2, 'total_minutes_week': 927.0}
 {'week_start': datetime.datetime(2024, 11, 4, 0, 0), 'avg_utilization_pct': 6.21, 'total_minutes_week': 626.0}
 {'week_start': datetime.datetime(2024, 11, 11, 0, 0), 'avg_utilization_pct': 4.82, 'total_minutes_week': 416.0}
 {'week_start': datetime.datetime(2024, 11, 18, 0, 0), 'avg_utilization_pct': 6.63, 'total_minutes_week': 668.0}
 {'week_start': datetime.datetime(2024, 11, 25, 0, 0), 'avg_utilization_pct': 6.96, 'total_minutes_week': 701.0}
 {'week_start': datetime.datetime(2024, 12, 2, 0, 0), 'avg_utilization_pct': 7.28, 'total_minutes_week': 734.0}
 {'week_start': datetime.datetime(2024, 12, 9, 0, 0), 'avg_utilization_pct': 7.35, 'total_minutes_week': 741.0}
 {'week_start': datetime.datetime(2024, 12, 16, 0, 0), 'avg_utilization_pct': 6.61, 'total_minutes_week': 666.0}
 {'week_start': datetime.datetime(2024, 12, 23, 0, 0), 'avg_utilization_pct': 7.41, 'total_minutes_week': 747.0}
 {'week_start': datetime.datetime(2024, 12, 30, 0, 0), 'avg_utilization_pct': 7.59, 'total_minutes_week': 765.0}
 {'week_start': datetime.datetime(2025, 1, 6, 0, 0), 'avg_utilization_pct': 7.63, 'total_minutes_week': 769.0}
 {'week_start': datetime.datetime(2025, 1, 13, 0, 0), 'avg_utilization_pct': 6.21, 'total_minutes_week': 179.0}
 {'week_start': datetime.datetime(2025, 1, 27, 0, 0), 'avg_utilization_pct': 10.6, 'total_minutes_week': 763.0}
 {'week_start': datetime.datetime(2025, 2, 3, 0, 0), 'avg_utilization_pct': 12.61, 'total_minutes_week': 1271.0}
 {'week_start': datetime.datetime(2025, 2, 10, 0, 0), 'avg_utilization_pct': 12.16, 'total_minutes_week': 1226.0}
 {'week_start': datetime.datetime(2025, 2, 17, 0, 0), 'avg_utilization_pct': 14.66, 'total_minutes_week': 1478.0}
 {'week_start': datetime.datetime(2025, 2, 24, 0, 0), 'avg_utilization_pct': 12.94, 'total_minutes_week': 1304.0}
 {'week_start': datetime.datetime(2025, 3, 3, 0, 0), 'avg_utilization_pct': 12.79, 'total_minutes_week': 1289.0}
 {'week_start': datetime.datetime(2025, 3, 10, 0, 0), 'avg_utilization_pct': 17.31, 'total_minutes_week': 1745.0}
 {'week_start': datetime.datetime(2025, 3, 17, 0, 0), 'avg_utilization_pct': 14.96, 'total_minutes_week': 1508.0}
 {'week_start': datetime.datetime(2025, 3, 24, 0, 0), 'avg_utilization_pct': 14.11, 'total_minutes_week': 1422.0}
 {'week_start': datetime.datetime(2025, 3, 31, 0, 0), 'avg_utilization_pct': 9.18, 'total_minutes_week': 925.0}
 {'week_start': datetime.datetime(2025, 4, 7, 0, 0), 'avg_utilization_pct': 14.13, 'total_minutes_week': 1424.0}
 {'week_start': datetime.datetime(2025, 4, 14, 0, 0), 'avg_utilization_pct': 14.76, 'total_minutes_week': 1488.0}
 {'week_start': datetime.datetime(2025, 4, 21, 0, 0), 'avg_utilization_pct': 10.9, 'total_minutes_week': 1099.0}
 {'week_start': datetime.datetime(2025, 4, 28, 0, 0), 'avg_utilization_pct': 11.91, 'total_minutes_week': 1201.0}
 {'week_start': datetime.datetime(2025, 5, 5, 0, 0), 'avg_utilization_pct': 10.07, 'total_minutes_week': 1015.0}
 {'week_start': datetime.datetime(2025, 5, 12, 0, 0), 'avg_utilization_pct': 8.44, 'total_minutes_week': 851.0}
 {'week_start': datetime.datetime(2025, 5, 19, 0, 0), 'avg_utilization_pct': 11.99, 'total_minutes_week': 1208.0}
 {'week_start': datetime.datetime(2025, 5, 26, 0, 0), 'avg_utilization_pct': 17.25, 'total_minutes_week': 1739.0}
 {'week_start': datetime.datetime(2025, 6, 2, 0, 0), 'avg_utilization_pct': 16.91, 'total_minutes_week': 1704.0}
 {'week_start': datetime.datetime(2025, 6, 9, 0, 0), 'avg_utilization_pct': 17.98, 'total_minutes_week': 1813.0}
 {'week_start': datetime.datetime(2025, 6, 16, 0, 0), 'avg_utilization_pct': 22.21, 'total_minutes_week': 2239.0}
 {'week_start': datetime.datetime(2025, 6, 23, 0, 0), 'avg_utilization_pct': 25.55, 'total_minutes_week': 2576.0}
 {'week_start': datetime.datetime(2025, 6, 30, 0, 0), 'avg_utilization_pct': 27.72, 'total_minutes_week': 2794.0}
 {'week_start': datetime.datetime(2025, 7, 7, 0, 0), 'avg_utilization_pct': 34.82, 'total_minutes_week': 3510.0}
 {'week_start': datetime.datetime(2025, 7, 14, 0, 0), 'avg_utilization_pct': 33.87, 'total_minutes_week': 3414.0}
 {'week_start': datetime.datetime(2025, 7, 21, 0, 0), 'avg_utilization_pct': 32.6, 'total_minutes_week': 3286.0}
 {'week_start': datetime.datetime(2025, 7, 28, 0, 0), 'avg_utilization_pct': 31.56, 'total_minutes_week': 3181.0}
 {'week_start': datetime.datetime(2025, 8, 4, 0, 0), 'avg_utilization_pct': 30.9, 'total_minutes_week': 3115.0}
 {'week_start': datetime.datetime(2025, 8, 11, 0, 0), 'avg_utilization_pct': 27.66, 'total_minutes_week': 2390.0}
 {'week_start': datetime.datetime(2025, 8, 18, 0, 0), 'avg_utilization_pct': 29.08, 'total_minutes_week': 2931.0}
 {'week_start': datetime.datetime(2025, 8, 25, 0, 0), 'avg_utilization_pct': 21.06, 'total_minutes_week': 2123.0}]"
56375d503081c2293356a24adbbc56d7,4,2024-09-01,2025-08-31,365,335,30,4.84,69.63,"[{'month_start': datetime.datetime(2024, 9, 1, 0, 0), 'avg_utilization_pct': 5.18, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 10, 1, 0, 0), 'avg_utilization_pct': 4.87, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 11, 1, 0, 0), 'avg_utilization_pct': 6.03, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 12, 1, 0, 0), 'avg_utilization_pct': 5.22, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 1, 1, 0, 0), 'avg_utilization_pct': 2.65, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 2, 1, 0, 0), 'avg_utilization_pct': 5.65, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 3, 1, 0, 0), 'avg_utilization_pct': 6.96, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 4, 1, 0, 0), 'avg_utilization_pct': 4.6, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 5, 1, 0, 0), 'avg_utilization_pct': 4.02, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 6, 1, 0, 0), 'avg_utilization_pct': 5.33, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 7, 1, 0, 0), 'avg_utilization_pct': 3.69, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 8, 1, 0, 0), 'avg_utilization_pct': 3.95, 'active_flag': True}]",['Sep' 'Oct' 'Nov' 'Dec' 'Jan' 'Feb' 'Mar' 'Apr' 'May' 'Jun' 'Jul' 'Aug'],Mar,"[{'season': 'Winter', 'season_share_avg': 0.46, 'season_avg_utilization_pct': 13.52}
 {'season': 'Spring', 'season_share_avg': 0.43, 'season_avg_utilization_pct': 15.58}
 {'season': 'Summer', 'season_share_avg': 0.36, 'season_avg_utilization_pct': 12.97}
 {'season': 'Fall', 'season_share_avg': 0.75, 'season_avg_utilization_pct': 16.08}]",Fall,"[{'week_start': datetime.datetime(2024, 8, 26, 0, 0), 'avg_utilization_pct': 1.37, 'total_minutes_week': 19.75}
 {'week_start': datetime.datetime(2024, 9, 2, 0, 0), 'avg_utilization_pct': 3.24, 'total_minutes_week': 326.5}
 {'week_start': datetime.datetime(2024, 9, 9, 0, 0), 'avg_utilization_pct': 2.68, 'total_minutes_week': 192.75}
 {'week_start': datetime.datetime(2024, 9, 16, 0, 0), 'avg_utilization_pct': 6.83, 'total_minutes_week': 688.25}
 {'week_start': datetime.datetime(2024, 9, 23, 0, 0), 'avg_utilization_pct': 6.85, 'total_minutes_week': 691.0}
 {'week_start': datetime.datetime(2024, 9, 30, 0, 0), 'avg_utilization_pct': 12.68, 'total_minutes_week': 365.0}
 {'week_start': datetime.datetime(2024, 10, 7, 0, 0), 'avg_utilization_pct': 4.77, 'total_minutes_week': 481.0}
 {'week_start': datetime.datetime(2024, 10, 14, 0, 0), 'avg_utilization_pct': 7.37, 'total_minutes_week': 742.5}
 {'week_start': datetime.datetime(2024, 10, 21, 0, 0), 'avg_utilization_pct': 4.92, 'total_minutes_week': 496.0}
 {'week_start': datetime.datetime(2024, 10, 28, 0, 0), 'avg_utilization_pct': 6.61, 'total_minutes_week': 666.0}
 {'week_start': datetime.datetime(2024, 11, 4, 0, 0), 'avg_utilization_pct': 6.07, 'total_minutes_week': 611.5}
 {'week_start': datetime.datetime(2024, 11, 11, 0, 0), 'avg_utilization_pct': 4.76, 'total_minutes_week': 411.0}
 {'week_start': datetime.datetime(2024, 11, 18, 0, 0), 'avg_utilization_pct': 6.35, 'total_minutes_week': 640.5}
 {'week_start': datetime.datetime(2024, 11, 25, 0, 0), 'avg_utilization_pct': 7.17, 'total_minutes_week': 723.0}
 {'week_start': datetime.datetime(2024, 12, 2, 0, 0), 'avg_utilization_pct': 6.21, 'total_minutes_week': 626.0}
 {'week_start': datetime.datetime(2024, 12, 9, 0, 0), 'avg_utilization_pct': 6.12, 'total_minutes_week': 617.0}
 {'week_start': datetime.datetime(2024, 12, 16, 0, 0), 'avg_utilization_pct': 5.08, 'total_minutes_week': 439.0}
 {'week_start': datetime.datetime(2024, 12, 23, 0, 0), 'avg_utilization_pct': 4.46, 'total_minutes_week': 449.5}
 {'week_start': datetime.datetime(2024, 12, 30, 0, 0), 'avg_utilization_pct': 4.62, 'total_minutes_week': 466.0}
 {'week_start': datetime.datetime(2025, 1, 6, 0, 0), 'avg_utilization_pct': 4.98, 'total_minutes_week': 502.0}
 {'week_start': datetime.datetime(2025, 1, 13, 0, 0), 'avg_utilization_pct': 4.88, 'total_minutes_week': 140.5}
 {'week_start': datetime.datetime(2025, 1, 27, 0, 0), 'avg_utilization_pct': 4.7, 'total_minutes_week': 338.5}
 {'week_start': datetime.datetime(2025, 2, 3, 0, 0), 'avg_utilization_pct': 4.92, 'total_minutes_week': 496.0}
 {'week_start': datetime.datetime(2025, 2, 10, 0, 0), 'avg_utilization_pct': 6.01, 'total_minutes_week': 606.0}
 {'week_start': datetime.datetime(2025, 2, 17, 0, 0), 'avg_utilization_pct': 5.44, 'total_minutes_week': 548.25}
 {'week_start': datetime.datetime(2025, 2, 24, 0, 0), 'avg_utilization_pct': 6.46, 'total_minutes_week': 651.5}
 {'week_start': datetime.datetime(2025, 3, 3, 0, 0), 'avg_utilization_pct': 6.75, 'total_minutes_week': 680.5}
 {'week_start': datetime.datetime(2025, 3, 10, 0, 0), 'avg_utilization_pct': 11.16, 'total_minutes_week': 1125.0}
 {'week_start': datetime.datetime(2025, 3, 17, 0, 0), 'avg_utilization_pct': 6.09, 'total_minutes_week': 526.5}
 {'week_start': datetime.datetime(2025, 3, 24, 0, 0), 'avg_utilization_pct': 5.71, 'total_minutes_week': 575.5}
 {'week_start': datetime.datetime(2025, 3, 31, 0, 0), 'avg_utilization_pct': 5.61, 'total_minutes_week': 565.5}
 {'week_start': datetime.datetime(2025, 4, 7, 0, 0), 'avg_utilization_pct': 9.36, 'total_minutes_week': 808.5}
 {'week_start': datetime.datetime(2025, 4, 14, 0, 0), 'avg_utilization_pct': 2.81, 'total_minutes_week': 283.0}
 {'week_start': datetime.datetime(2025, 4, 21, 0, 0), 'avg_utilization_pct': 2.41, 'total_minutes_week': 242.5}
 {'week_start': datetime.datetime(2025, 4, 28, 0, 0), 'avg_utilization_pct': 2.99, 'total_minutes_week': 258.0}
 {'week_start': datetime.datetime(2025, 5, 5, 0, 0), 'avg_utilization_pct': 5.45, 'total_minutes_week': 549.5}
 {'week_start': datetime.datetime(2025, 5, 12, 0, 0), 'avg_utilization_pct': 3.54, 'total_minutes_week': 356.5}
 {'week_start': datetime.datetime(2025, 5, 19, 0, 0), 'avg_utilization_pct': 4.5, 'total_minutes_week': 324.0}
 {'week_start': datetime.datetime(2025, 5, 26, 0, 0), 'avg_utilization_pct': 4.78, 'total_minutes_week': 481.5}
 {'week_start': datetime.datetime(2025, 6, 2, 0, 0), 'avg_utilization_pct': 3.54, 'total_minutes_week': 356.5}
 {'week_start': datetime.datetime(2025, 6, 9, 0, 0), 'avg_utilization_pct': 4.82, 'total_minutes_week': 486.0}
 {'week_start': datetime.datetime(2025, 6, 16, 0, 0), 'avg_utilization_pct': 9.08, 'total_minutes_week': 915.0}
 {'week_start': datetime.datetime(2025, 6, 23, 0, 0), 'avg_utilization_pct': 4.84, 'total_minutes_week': 488.0}
 {'week_start': datetime.datetime(2025, 6, 30, 0, 0), 'avg_utilization_pct': 3.81, 'total_minutes_week': 384.5}
 {'week_start': datetime.datetime(2025, 7, 7, 0, 0), 'avg_utilization_pct': 4.24, 'total_minutes_week': 427.5}
 {'week_start': datetime.datetime(2025, 7, 14, 0, 0), 'avg_utilization_pct': 4.02, 'total_minutes_week': 405.0}
 {'week_start': datetime.datetime(2025, 7, 21, 0, 0), 'avg_utilization_pct': 3.77, 'total_minutes_week': 325.5}
 {'week_start': datetime.datetime(2025, 7, 28, 0, 0), 'avg_utilization_pct': 3.11, 'total_minutes_week': 314.0}
 {'week_start': datetime.datetime(2025, 8, 4, 0, 0), 'avg_utilization_pct': 3.28, 'total_minutes_week': 330.0}
 {'week_start': datetime.datetime(2025, 8, 11, 0, 0), 'avg_utilization_pct': 3.95, 'total_minutes_week': 341.0}
 {'week_start': datetime.datetime(2025, 8, 18, 0, 0), 'avg_utilization_pct': 4.15, 'total_minutes_week': 418.5}
 {'week_start': datetime.datetime(2025, 8, 25, 0, 0), 'avg_utilization_pct': 5.07, 'total_minutes_week': 511.0}]"
2b92d930e6e49e8d2a4df1cd9a2f5214,4,2024-09-01,2025-08-31,365,273,92,2.48,35.75,"[{'month_start': datetime.datetime(2024, 9, 1, 0, 0), 'avg_utilization_pct': 0.66, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 10, 1, 0, 0), 'avg_utilization_pct': 0.74, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 11, 1, 0, 0), 'avg_utilization_pct': 0.69, 'active_flag': True}
 {'month_start': datetime.datetime(2024, 12, 1, 0, 0), 'avg_utilization_pct': 0.86, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 1, 1, 0, 0), 'avg_utilization_pct': 0.22, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 2, 1, 0, 0), 'avg_utilization_pct': 0.55, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 3, 1, 0, 0), 'avg_utilization_pct': 0.51, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 4, 1, 0, 0), 'avg_utilization_pct': 2.34, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 5, 1, 0, 0), 'avg_utilization_pct': 4.15, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 6, 1, 0, 0), 'avg_utilization_pct': 5.58, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 7, 1, 0, 0), 'avg_utilization_pct': 8.96, 'active_flag': True}
 {'month_start': datetime.datetime(2025, 8, 1, 0, 0), 'avg_utilization_pct': 4.33, 'active_flag': True}]",['Sep' 'Oct' 'Nov' 'Dec' 'Jan' 'Feb' 'Mar' 'Apr' 'May' 'Jun' 'Jul' 'Aug'],Jul,"[{'season': 'Winter', 'season_share_avg': 0.32, 'season_avg_utilization_pct': 1.63}
 {'season': 'Spring', 'season_share_avg': 0.26, 'season_avg_utilization_pct': 7.0}
 {'season': 'Summer', 'season_share_avg': 0.71, 'season_avg_utilization_pct': 18.87}
 {'season': 'Fall', 'season_share_avg': 0.71, 'season_avg_utilization_pct': 2.09}]",Summer,"[{'week_start': datetime.datetime(2024, 8, 26, 0, 0), 'avg_utilization_pct': 0.23, 'total_minutes_week': 3.25}
 {'week_start': datetime.datetime(2024, 9, 2, 0, 0), 'avg_utilization_pct': 0.68, 'total_minutes_week': 49.25}
 {'week_start': datetime.datetime(2024, 9, 9, 0, 0), 'avg_utilization_pct': 0.9, 'total_minutes_week': 64.5}
 {'week_start': datetime.datetime(2024, 9, 16, 0, 0), 'avg_utilization_pct': 0.45, 'total_minutes_week': 45.25}
 {'week_start': datetime.datetime(2024, 9, 23, 0, 0), 'avg_utilization_pct': 1.61, 'total_minutes_week': 116.0}
 {'week_start': datetime.datetime(2024, 9, 30, 0, 0), 'avg_utilization_pct': 0.42, 'total_minutes_week': 12.0}
 {'week_start': datetime.datetime(2024, 10, 7, 0, 0), 'avg_utilization_pct': 0.94, 'total_minutes_week': 95.0}
 {'week_start': datetime.datetime(2024, 10, 14, 0, 0), 'avg_utilization_pct': 0.61, 'total_minutes_week': 61.5}
 {'week_start': datetime.datetime(2024, 10, 21, 0, 0), 'avg_utilization_pct': 1.31, 'total_minutes_week': 113.0}
 {'week_start': datetime.datetime(2024, 10, 28, 0, 0), 'avg_utilization_pct': 0.82, 'total_minutes_week': 71.0}
 {'week_start': datetime.datetime(2024, 11, 4, 0, 0), 'avg_utilization_pct': 0.95, 'total_minutes_week': 95.5}
 {'week_start': datetime.datetime(2024, 11, 11, 0, 0), 'avg_utilization_pct': 0.58, 'total_minutes_week': 33.5}
 {'week_start': datetime.datetime(2024, 11, 18, 0, 0), 'avg_utilization_pct': 1.47, 'total_minutes_week': 63.5}
 {'week_start': datetime.datetime(2024, 11, 25, 0, 0), 'avg_utilization_pct': 1.08, 'total_minutes_week': 93.0}
 {'week_start': datetime.datetime(2024, 12, 2, 0, 0), 'avg_utilization_pct': 1.21, 'total_minutes_week': 104.5}
 {'week_start': datetime.datetime(2024, 12, 9, 0, 0), 'avg_utilization_pct': 1.24, 'total_minutes_week': 107.5}
 {'week_start': datetime.datetime(2024, 12, 16, 0, 0), 'avg_utilization_pct': 1.17, 'total_minutes_week': 100.5}
 {'week_start': datetime.datetime(2024, 12, 23, 0, 0), 'avg_utilization_pct': 0.97, 'total_minutes_week': 56.0}
 {'week_start': datetime.datetime(2024, 12, 30, 0, 0), 'avg_utilization_pct': 0.75, 'total_minutes_week': 43.0}
 {'week_start': datetime.datetime(2025, 1, 6, 0, 0), 'avg_utilization_pct': 0.31, 'total_minutes_week': 18.0}
 {'week_start': datetime.datetime(2025, 1, 13, 0, 0), 'avg_utilization_pct': 0.8, 'total_minutes_week': 23.0}
 {'week_start': datetime.datetime(2025, 1, 27, 0, 0), 'avg_utilization_pct': 0.77, 'total_minutes_week': 55.5}
 {'week_start': datetime.datetime(2025, 2, 3, 0, 0), 'avg_utilization_pct': 1.1, 'total_minutes_week': 63.5}
 {'week_start': datetime.datetime(2025, 2, 10, 0, 0), 'avg_utilization_pct': 0.76, 'total_minutes_week': 65.5}
 {'week_start': datetime.datetime(2025, 2, 17, 0, 0), 'avg_utilization_pct': 0.47, 'total_minutes_week': 33.5}
 {'week_start': datetime.datetime(2025, 2, 24, 0, 0), 'avg_utilization_pct': 0.58, 'total_minutes_week': 41.5}
 {'week_start': datetime.datetime(2025, 3, 3, 0, 0), 'avg_utilization_pct': 2.32, 'total_minutes_week': 200.5}
 {'week_start': datetime.datetime(2025, 3, 24, 0, 0), 'avg_utilization_pct': 1.04, 'total_minutes_week': 15.0}
 {'week_start': datetime.datetime(2025, 4, 14, 0, 0), 'avg_utilization_pct': 5.15, 'total_minutes_week': 445.0}
 {'week_start': datetime.datetime(2025, 4, 21, 0, 0), 'avg_utilization_pct': 3.73, 'total_minutes_week': 375.5}
 {'week_start': datetime.datetime(2025, 4, 28, 0, 0), 'avg_utilization_pct': 4.38, 'total_minutes_week': 441.0}
 {'week_start': datetime.datetime(2025, 5, 5, 0, 0), 'avg_utilization_pct': 3.76, 'total_minutes_week': 379.0}
 {'week_start': datetime.datetime(2025, 5, 12, 0, 0), 'avg_utilization_pct': 3.95, 'total_minutes_week': 398.0}
 {'week_start': datetime.datetime(2025, 5, 19, 0, 0), 'avg_utilization_pct': 4.35, 'total_minutes_week': 438.0}
 {'week_start': datetime.datetime(2025, 5, 26, 0, 0), 'avg_utilization_pct': 4.41, 'total_minutes_week': 444.5}
 {'week_start': datetime.datetime(2025, 6, 2, 0, 0), 'avg_utilization_pct': 3.31, 'total_minutes_week': 334.0}
 {'week_start': datetime.datetime(2025, 6, 9, 0, 0), 'avg_utilization_pct': 4.16, 'total_minutes_week': 419.5}
 {'week_start': datetime.datetime(2025, 6, 16, 0, 0), 'avg_utilization_pct': 7.76, 'total_minutes_week': 782.0}
 {'week_start': datetime.datetime(2025, 6, 23, 0, 0), 'avg_utilization_pct': 7.26, 'total_minutes_week': 732.0}
 {'week_start': datetime.datetime(2025, 6, 30, 0, 0), 'avg_utilization_pct': 7.66, 'total_minutes_week': 772.0}
 {'week_start': datetime.datetime(2025, 7, 7, 0, 0), 'avg_utilization_pct': 8.55, 'total_minutes_week': 862.0}
 {'week_start': datetime.datetime(2025, 7, 14, 0, 0), 'avg_utilization_pct': 11.82, 'total_minutes_week': 1191.0}
 {'week_start': datetime.datetime(2025, 7, 21, 0, 0), 'avg_utilization_pct': 8.79, 'total_minutes_week': 886.0}
 {'week_start': datetime.datetime(2025, 7, 28, 0, 0), 'avg_utilization_pct': 6.59, 'total_minutes_week': 664.5}
 {'week_start': datetime.datetime(2025, 8, 4, 0, 0), 'avg_utilization_pct': 4.2, 'total_minutes_week': 423.0}
 {'week_start': datetime.datetime(2025, 8, 11, 0, 0), 'avg_utilization_pct': 4.07, 'total_minutes_week': 351.5}
 {'week_start': datetime.datetime(2025, 8, 18, 0, 0), 'avg_utilization_pct': 4.15, 'total_minutes_week': 418.0}
 {'week_start': datetime.datetime(2025, 8, 25, 0, 0), 'avg_utilization_pct': 4.45, 'total_minutes_week': 449.0}]"
