id,size_total,start_day,end_day,calendar_day_count_x,active_days_count,percentage_average,average_daily_minutes,operator,capacity_kw,address,title,country_name,calendar_day_count_y,geometry,road_distance_nan,road_distance_living_street,road_distance_primary,road_distance_residential,road_distance_secondary,road_distance_service,road_distance_tertiary,road_distance_trunk,road_distance_unclassified,road_distance_motorway,road_count_nan,road_count_living_street,road_count_primary,road_count_residential,road_count_secondary,road_count_service,road_count_tertiary,road_count_trunk,road_count_unclassified,road_count_motorway
ad6804db45f11303ff21a2ce176961d7,5,2025-05-26,2025-08-31,98,79,7.085884353741497,102.03673469387755,Ionity,350.0,Hamaroyveien 5719 8276 ULVSVÅG,IONITY Ulvsvåg,Norway,98,POINT(15.87234 68.11759),,,,,,,,,,,,,,,,,,,,
1ec25f8ea9579cc00b41f0b5f6f21540,2,2024-09-05,2025-08-31,361,327,7.07246460449369,101.84349030470914,Kople As,50.0,Prinsens gate 100 8048 BODØ,ChargeUp - Fylkeshuset i Bodø,Norway,361,POINT(14.37639 67.28044),1000.0,1000.0,1000.0,23.820788750365868,1000.0,13.408622781151443,56.95190366354538,1000.0,1000.0,1000.0,0,0,0,132,0,74,26,0,0,0.0
e724eb2e71b901e4d457c4fc9e9eebe7,1,2024-09-14,2025-08-21,342,82,7.031960688758935,101.26023391812865,Kople As,75.0,Buenget 11 7898 LIMINGEN,YX Røyrvik,Norway,342,POINT(13.55841 64.88649),,,,,,,,,,,,,,,,,,,,
cbec968fd09486e4e5c2b29c839b178c,1,2024-09-03,2025-08-31,363,215,6.833486378940924,98.40220385674931,Kople As,75.0,Storgata 62 8430 MYRE,PWR UP - Myre,Norway,363,POINT(15.10071 68.91513),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
338f6ce2681c3f93982a668d67837cfc,2,2024-09-01,2025-08-31,365,307,6.795186453576863,97.85068493150685,Kople As,150.0,Flakstadveien  8380 RAMBERG,Bodø Energi - Ramberg,Norway,365,POINT(13.22632 68.08956),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
2a3ba8312f98687a1e3d6f4ea347e52c,4,2024-09-01,2025-08-31,365,344,6.7480022831050235,97.17123287671232,Kople As,150.0,Evjenvegen 48 9024 TOMASJORD,Ishavskraft - Evjenvegen,Norway,365,POINT(19.01406 69.65737),1000.0,1000.0,1000.0,65.32868962288713,1000.0,15.800893284341049,20.678686495475006,84.39803183913567,228.61753831671487,1000.0,0,0,0,35,0,123,15,13,4,0.0
c0d2b4650bf6ac24dd167a3717454ea0,2,2024-09-01,2025-08-31,365,308,6.7006278538812785,96.48904109589041,Recharge,50.0,Storgaten 51 8200 FAUSKE,St1 Fauske,Norway,365,POINT(15.3912 67.25931),1000.0,1000.0,1000.0,68.65777050314027,1000.0,7.294786047129488,323.5785694076335,15.61608018717659,113.6087230678808,1000.0,0,0,0,99,0,86,6,51,8,0.0
0836733fea85d46fa055c7de3ba40b84,4,2024-09-01,2025-08-31,365,339,6.401303272450533,92.17876712328767,Mer,50.0,Gammelveien 8 9360 BARDU,Extra Setermoen,Norway,365,POINT(18.34632 68.86173),1000.0,1000.0,1000.0,14.397782374116323,126.38390398935803,3.3487558693929333,301.1746011499432,71.99532841533383,1000.0,1000.0,0,0,0,52,6,67,5,19,0,0.0
c311a27df7cf9bfa183c541427be43a1,2,2025-04-07,2025-08-31,147,144,6.383219954648526,91.91836734693878,Kople As,180.0,Dalheimveien 2 8178 HALSA,LAD OPP - Halsa - AC,Norway,147,POINT(13.55166 66.74281),1000.0,1000.0,33.45473683282132,43.98430858578029,1000.0,32.48693471846411,1000.0,1000.0,94.90087790880752,1000.0,0,0,6,14,0,35,0,0,4,0.0
f7757a2347f2d11451bfae0bf4e94237,2,2025-05-27,2025-08-31,97,74,6.262170675830471,90.17525773195877,Ionity,350.0,Kulstadbakken 13 8665 MOSJØEN,IONITY Mosjøen,Norway,97,POINT(13.19557 65.86456),,,,,,,,,,,,,,,,,,,,
0185873b6f7c2bab46991612a58594b6,4,2025-05-26,2025-08-31,98,79,6.2418509070294785,89.88265306122449,Ionity,350.0,Fogd Holmboes gate 33 9360 BARDU,IONITY Setermoen,Norway,98,POINT(18.34875 68.86173),,,,,,,,,,,,,,,,,,,,
fb1ec9df54528942fc7464b04476fe81,1,2024-09-02,2025-08-31,364,207,6.1334325396825395,88.32142857142857,Kople As,50.0,Strandgata 9 7900 RØRVIK,Rørvik havn - Nærøysund kommune,Norway,364,POINT(11.23533 64.86041),1000.0,1000.0,28.08991189396128,88.16252337943315,342.3965540126824,7.212001021574882,437.03428751039684,1000.0,145.75484254514691,1000.0,0,0,7,51,5,38,1,0,1,0.0
254a0b4aa0060cc8f5580d9a7efce3f2,3,2024-09-01,2025-08-31,365,328,6.08935819381025,87.68675799086759,Mer,50.0,Bolagsgata 1 8514 NARVIK,Amfi Narvik Malmporten,Norway,365,POINT(17.42155 68.43795),1000.0,1000.0,1000.0,159.2160237199404,1000.0,4.537911679528121,95.86162632804616,204.1869484690636,112.02987757659507,1000.0,0,0,0,85,0,102,49,25,10,0.0
f3870a14cddc01b6d4f27f18b77618d1,2,2024-11-30,2025-08-31,275,227,6.045454545454546,87.05454545454545,Kople As,100.0,Bergsfjordveien 1775 9385 SKALAND,Ishavskraft - Skaland,Norway,275,POINT(17.29949 69.44482),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
35c10ac30ad1ca52d7849032f6d539d2,2,2024-09-01,2025-08-31,365,286,5.957096651445966,85.78219178082192,Recharge,50.0,Strandgata 39 8656 MOSJØEN,Recharge Mosjøen,Norway,365,POINT(13.19077 65.83515),1000.0,1000.0,416.74816544086866,34.32462248403383,1000.0,8.292154286407325,28.063188025260562,1000.0,481.60436646533293,1000.0,0,0,18,81,0,137,34,0,2,0.0
9e7e7339ec36310e359323013c94b5da,4,2025-04-07,2025-08-31,147,133,5.9223828420257,85.28231292517007,Kople As,400.0,Skreda 49 8370 LEKNES,LAD OPP - Lofoten Basecamp,Norway,147,POINT(13.5116 68.15217),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
e2ac043b1bfcb0620188ce7055f0184b,4,2024-09-01,2025-08-31,365,324,5.9013984018264845,84.98013698630137,Mer,50.0,Kleist Geddes Vei 35 7890 NAMSSKOGAN,Circle K Namsskogan,Norway,365,POINT(13.16657 64.93368),1000.0,1000.0,1000.0,310.5689057311104,1000.0,21.511425867523165,1000.0,32.08960439057152,288.40893050464297,1000.0,0,0,0,2,0,14,0,5,2,0.0
c79304635c809773be36b1a11ce19ab9,6,2024-09-14,2025-08-31,352,327,5.882851957070707,84.71306818181819,Uno-X,300.0,Sandgata 2 7800 NAMSOS,Uno-X Sandgata Namsos,Norway,352,POINT(11.51166 64.46588),1000.0,1000.0,22.188392985471165,139.21669100982777,1000.0,12.36352349476654,1000.0,1000.0,66.87002944155476,1000.0,0,0,30,37,0,49,0,0,28,0.0
c3c7884e79d441175ca80895408d802e,1,2024-09-01,2025-08-31,365,220,5.8561643835616435,84.32876712328768,Kople As,300.0,Leira 2 8665 MOSJØEN,LAD OPP - Esso Mosjøen Halsøy,Norway,365,POINT(13.1958 65.86326),1000.0,1000.0,54.64577662302984,25.11436057702115,1000.0,5.729743080149935,1000.0,56.810945645343644,1000.0,1000.0,0,0,13,68,0,215,0,19,0,0.0
4244ef78d62d6368ce54de6e274be224,4,2024-09-01,2025-08-31,365,334,5.830907534246576,83.96506849315068,Mer,50.0,Terminalveien 5 8208 FAUSKE,Fauske Handelspark,Norway,365,POINT(15.39716 67.26885),1000.0,1000.0,1000.0,198.99465917680274,1000.0,0.6268981835870054,45.52320967241667,299.85927280523873,63.06460223992872,1000.0,0,0,0,26,0,33,10,9,9,0.0
929ea6fd58d0760ca11d12f482e09a4b,1,2024-09-01,2025-08-31,365,318,5.62347792998478,80.97808219178083,Eviny,100.0,Vesterålsgata 24 8400 SORTLAND,Rema 1000 Sortland,Norway,365,POINT(15.41346 68.70778),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
77eb4a0d3b6a0f198ca76a87243c762c,1,2024-09-01,2025-08-31,365,224,5.620053272450531,80.92876712328767,Recharge,150.0,Caroline Harveys vei 8 8300 SVOLVÆR,Recharge Shell Svolvær,Norway,365,POINT(14.56585 68.23905),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
798476b1e96bdeb03254c11f91cd07d4,5,2024-09-01,2025-08-31,365,302,5.591856925418569,80.52273972602738,Recharge,200.0,Caroline Harveys vei 8 8300 SVOLVÆR,Recharge Shell Svolvær,Norway,365,POINT(14.56585 68.23905),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
376f11c79a0280da153fb9ea04946928,4,2024-09-01,2025-08-31,365,336,5.583428462709284,80.4013698630137,Mer,50.0,Troforsvegen 14 8682 TROFORS,Coop Prix Trofors,Norway,365,POINT(13.38759 65.53696),1000.0,1000.0,1000.0,31.150704052756623,31.958344399374358,1.0660018097408668,1000.0,1000.0,65.36803097949014,1000.0,0,0,0,26,9,41,0,0,6,0.0
6e7e28e598aedc6bf649dee9e980841f,3,2025-04-07,2025-08-31,147,145,5.579805996472662,80.34920634920637,Kople As,180.0,Straumøyveien 5 8056 SALTSTRAUMEN,PWR UP - Coop Saltstraumen,Norway,147,POINT(14.60221 67.22865),1000.0,1000.0,77.47162837954468,1000.0,42.13481579166311,1.631335751385696,1000.0,1000.0,225.2400487905203,1000.0,0,0,3,0,3,19,0,0,1,0.0
1434428627402f5b7fde67ecfa1ea0b8,2,2024-09-01,2025-08-31,365,331,5.48087899543379,78.92465753424658,Kople As,100.0,Tjeldsundbrua 214 9440 EVENSKJER,Kople Tjeldsundbrua Hotel,Norway,365,POINT(16.59048 68.62511),1000.0,1000.0,78.0584484312843,431.2067442888529,1000.0,2.7099020025711695,1000.0,15.991818715086863,1000.0,1000.0,0,0,6,1,0,20,0,7,0,0.0
d645950917387ec67135e74ce4b34fc0,2,2025-04-08,2025-08-31,146,136,5.444254185692542,78.3972602739726,Evbox,100.0,Heggvollveien 1 7882 NORDLI,EVBox Heggvollveien 1,Norway,146,POINT(13.59137 64.46368),1000.0,1000.0,5.731742470872907,10.684593899700827,263.857011492764,276.408715355796,1000.0,1000.0,1000.0,1000.0,0,0,7,51,2,16,0,0,0,0.0
ac2e8f50444be3cc1ba04183c4ddea5f,6,2024-09-01,2025-08-31,365,308,5.3971968543886355,77.71963470319635,Recharge,200.0,Rødbergveien 37 9409 HARSTAD,Recharge Shell Åsby,Norway,365,POINT(16.56817 68.78138),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
6fb8cddf267eb9f34272cb0463acec81,2,2024-09-01,2025-08-31,365,307,5.39193302891933,77.64383561643835,Recharge,50.0,Nordmoveien 17 8530 BJERKVIK,St1 Bjerkvik,Norway,365,POINT(17.55747 68.55121),1000.0,1000.0,1000.0,23.135726885864226,192.14118620644214,13.976712237245074,1000.0,27.874570891421577,239.2402848083414,1000.0,0,0,0,37,5,29,0,18,3,0.0
db60c006cfdba2d1f0c47108da25f63e,2,2024-09-02,2025-08-26,359,317,5.309211544413494,76.45264623955431,Eviny,135.0,Falcksgate 9 8480 ANDENES,Andøy Taxi,Norway,359,POINT(16.11934 69.32075),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
7a07202bbb65222fea62107aa058798f,2,2024-09-01,2025-08-31,365,338,5.307458143074581,76.42739726027398,Kople As,150.0,Skoledalsveien 4 8890 LEIRFJORD,LAD OPP - Leland,Norway,365,POINT(12.93375 66.06539),1000.0,1000.0,26.282203405519144,260.92457808175135,304.88015160178367,52.37603954996532,1000.0,1000.0,47.2698590750321,1000.0,0,0,4,21,3,34,0,0,5,0.0
619bcd43c2357423a3e7c6f3150d0e0a,2,2024-09-01,2025-08-31,365,274,5.276350837138508,75.97945205479452,Recharge,50.0,Hattfjelldalsvollen 1 8692 HATTFJELLDAL,Recharge Hattfjelldal,Norway,365,POINT(13.98966 65.59562),1000.0,1000.0,459.3798580841602,6.465482606318195,1000.0,13.40750259772302,1000.0,67.74117745738819,95.9442139166661,1000.0,0,0,3,28,0,44,0,17,7,0.0
1720a6b4711b70b2e4dc436aa0830393,4,2024-09-01,2025-08-31,365,337,5.269501522070016,75.88082191780822,Mer,150.0,Sjøgata 74 8200 FAUSKE,Amfi Fauske,Norway,365,POINT(15.39623 67.25832),1000.0,1000.0,1000.0,45.775391997096655,1000.0,30.179747523172477,484.89217993690494,87.93025111781162,33.07284756429998,1000.0,0,0,0,68,0,73,3,49,7,0.0
6ce55a58b825a1057c7b763ebb179aa6,3,2025-05-26,2025-08-31,98,79,5.232426303854876,75.34693877551021,Ionity,400.0,Havnegata 44 44 8400 SORTLAND,IONITY Sortland,Norway,98,POINT(15.41338 68.7048),,,,,,,,,,,,,,,,,,,,
a9eaac9d6bd9131f3b2a63ba5243e81d,6,2025-04-07,2025-08-31,147,145,5.141565885613505,74.03854875283447,Kople As,180.0,Campingvegen 1 8657 MOSJØEN,LAD OPP - Mosjøen Camping - AC,Norway,147,POINT(13.22013 65.83445),1000.0,1000.0,360.85204887387073,13.107048110583978,401.68777945085907,6.914323636342081,1000.0,29.40913861232568,159.61759372236094,1000.0,0,0,4,61,17,172,0,27,11,0.0
d49b70854d994779200d5ab9a0c0b68f,1,2024-09-03,2025-08-31,363,220,5.063322620140802,72.91184573002755,Kople As,50.0,Storgata 13 7900 RØRVIK,Storgata Rørvik - Nærøysund kommune,Norway,363,POINT(11.23738 64.86295),1000.0,1000.0,200.46101100202858,8.184274532400904,376.4935151594854,113.22642406092952,179.84405373797614,1000.0,303.6877441365592,1000.0,0,0,7,76,6,49,4,0,1,0.0
c73ce6f9c4708686ee6224cfe829de7a,4,2024-09-01,2025-08-31,365,340,4.8474600456621,69.80342465753425,Mer,150.0,Kvilut 24 8050 TVERLANDET,Extra Tverlandet,Norway,365,POINT(14.73643 67.30349),1000.0,1000.0,1000.0,133.17598421763785,1000.0,11.584132172715544,40.615856300220855,45.80870517384435,100.7066291050838,1000.0,0,0,0,11,0,46,16,18,9,0.0
7093d36ad48ccaa0de70ef796adc5454,2,2024-09-01,2025-08-10,344,155,4.840923772609819,69.70930232558139,Kople As,75.0,Svenskveien 1267 8610 MO I RANA,LAD OPP - Umbukta fjellstue - AC,Norway,344,POINT(14.58609 66.16407),1000.0,1000.0,1000.0,1000.0,1000.0,1.2305579452295423,1000.0,18.899545408458177,1000.0,1000.0,0,0,0,0,0,45,0,1,0,0.0
56375d503081c2293356a24adbbc56d7,4,2024-09-01,2025-08-31,365,335,4.835235920852359,69.62739726027397,Mer,50.0,Karlsøyvegen 12 9015 TROMSØ,Obs Jekta Storsenter,Norway,365,POINT(18.92331 69.67368),1000.0,1000.0,287.78440104220357,339.9406997997671,1000.0,4.229352522092135,184.08023779625762,180.92000789262002,15.888048146061337,1000.0,0,0,20,18,0,107,12,24,40,0.0
5376f763c089118714f63c70e1582585,1,2024-09-01,2025-08-31,365,287,4.782724505327244,68.87123287671233,Kople As,175.0,Skrolsvikveien 7 9392 STONGLANDSEIDET,Ishavskraft - Stonglandseidet,Norway,365,POINT(17.17054 69.08384),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
ec4b5d401dce2c415758e2725e8e1d71,5,2025-04-01,2025-08-31,153,130,4.7710602759622365,68.70326797385621,St1 Charge,400.0,Stormyrveien 1 8008 BODØ,St1 Lading Stormyra,Norway,153,POINT(14.42093 67.28084),1000.0,251.94814130658787,92.08743817726725,237.0799828122145,1000.0,33.78076275786772,23.627612667427886,47.16243298512347,115.73028820929534,1000.0,0,23,15,45,0,114,28,24,20,0.0
bbad494a592e105f2875e037b6de7352,2,2024-09-01,2025-08-31,365,310,4.765030441400306,68.61643835616438,Mer,50.0,Rugåshylla 3 8960 VELFJORD,Circle K Hommelstø,Norway,365,POINT(12.54726 65.40361),1000.0,1000.0,36.30638676150566,48.423914005809785,464.96156126075647,3.150308885380423,1000.0,1000.0,471.52416672123616,1000.0,0,0,7,13,2,28,0,0,1,0.0
8f892622702a4778c9029ff7c748d156,2,2024-09-01,2025-08-31,365,305,4.74124809741248,68.27397260273973,Recharge,150.0,Sentrumsveien 2 9040 NORDKJOSBOTN,Recharge Shell Balsfjord,Norway,365,POINT(19.55375 69.21543),1000.0,1000.0,1000.0,54.9418990216183,1000.0,13.70758786478272,52.26180863847311,58.01893038518907,55.586697904883586,1000.0,0,0,0,9,0,27,13,22,3,0.0
13cd2079e0ff654586f470800499f875,4,2024-09-01,2025-08-31,365,341,4.722079528158295,67.99794520547945,Uno-X,300.0,Nyrudveien 1 8657 MOSJØEN,Uno-X Nyrud,Norway,365,POINT(13.21225 65.83403),1000.0,1000.0,69.54186383830431,41.91946726818999,1000.0,12.031489717033356,410.2412811420839,72.6942339660377,459.0456705973645,1000.0,0,0,6,75,0,244,2,20,3,0.0
c8aaa1134d72cc9ce5d9471be3de37d6,1,2024-09-02,2025-08-31,364,225,4.722031440781442,67.99725274725274,Kople As,175.0,Fv86 427 9380 GRYLLEFJORD,Ishavskraft - Gryllefjord,Norway,364,POINT(17.05284 69.36331),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
d57fa2d43730091b7cbbc24aa38a77de,8,2024-09-01,2025-08-31,365,345,4.711924467275494,67.85171232876712,Kople As,200.0,Skattørveien 19C 9018 TROMSØ,Ishavskraft - Tromsø Taxi,Norway,365,POINT(19.01587 69.69295),1000.0,1000.0,1000.0,373.4590059762832,1000.0,39.42548887376532,149.0425439973249,1000.0,149.07172486143133,1000.0,0,0,0,13,0,50,4,0,13,0.0
c2b5d88d5a90cb0eec02a491320e59a9,2,2024-09-02,2025-08-31,364,325,4.686259920634921,67.48214285714286,Kople As,180.0,Håndverkeren 14 8250 ROGNAN,ChargeUp - Dragefossen Rognan,Norway,364,POINT(15.3915 67.10341),1000.0,1000.0,1000.0,25.35342261960627,143.8923288686161,29.53444827863553,1000.0,1000.0,1000.0,1000.0,0,0,0,55,14,32,0,0,0,0.0
cdbcaab6df0ccbc1652a1a9b5bbcf78d,1,2024-09-01,2025-08-31,365,215,4.62728310502283,66.63287671232877,Recharge,225.0,Medjåvegen 56 7870 GRONG,Recharge Grong,Norway,365,POINT(12.31639 64.46479),1000.0,1000.0,1000.0,21.841019885737406,30.803466554806228,12.136724554707975,1000.0,417.88787764876724,11.238067121875455,1000.0,0,0,0,44,19,57,0,9,11,0.0
25d57283fcde4814d8bf617185e15cae,2,2024-12-21,2025-08-31,254,227,4.5898950131233605,66.09448818897638,Kople As,180.0,Nordsivegen 296 7760 SNÅSA,ChargeUp - Snåsakroa,Norway,254,POINT(12.2157 64.25354),1000.0,1000.0,1000.0,1000.0,1000.0,8.9435452497224,1000.0,56.927397677759565,1000.0,1000.0,0,0,0,0,0,6,0,1,0,0.0
7a227ddffc2473e1010dfad94bd91675,4,2024-09-01,2025-08-31,365,298,4.585283485540334,66.02808219178083,Recharge,50.0,Storjord  8255 RØKLAND,Recharge Saltdal Turistsenter,Norway,365,POINT(15.40207 66.81399),1000.0,1000.0,1000.0,1000.0,1000.0,12.1183206770966,1000.0,93.03419735908687,66.26284378416523,1000.0,0,0,0,0,0,28,0,9,5,0.0
9ef82ea16d46ef75e32e9abe46a8f4b4,2,2024-09-01,2025-08-31,365,278,4.571442161339422,65.82876712328768,Kople As,150.0,Reine ytre havn 1 8390 REINE,Bodø Energi - Reine,Norway,365,POINT(13.09484 67.93444),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
65b8bf7137f464bb5d84cc27728840f5,2,2025-02-24,2025-08-31,189,140,4.538506760728983,65.35449735449735,Kople As,50.0,Fv86 427 9380 GRYLLEFJORD,Ishavskraft - Gryllefjord,Norway,189,POINT(17.05284 69.36331),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
4dc6e58344e66c1988e2ab87fa071d3c,4,2025-04-10,2025-08-31,144,136,4.4077932098765435,63.47222222222222,Kople As,400.0,Herøyholmveien 26 8850 HERØY,LAD OPP - Herøy,Norway,144,POINT(12.28188 65.98054),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
d8cb31d42cab8546a0f41eb8ef0a1cbf,2,2025-04-10,2025-08-31,144,139,4.314236111111111,62.125,Kople As,180.0,Søndre gt 30 8450 STOKMARKNES,PWR UP - Coop Extra Stokmarknes,Norway,144,POINT(14.91201 68.56089),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
91c07d2b7a1cac0defe9a63e51270907,4,2024-09-01,2025-08-31,365,332,4.283913622526636,61.68835616438356,Mer,50.0,Sentrumsveien 57 8540 BALLANGEN,Coop Extra Ballangen,Norway,365,POINT(16.83286 68.34252),1000.0,1000.0,165.58833976314722,48.071758330088315,458.9318938799217,10.495329772717058,55.71098460334085,1000.0,1000.0,1000.0,0,0,5,42,2,46,15,0,0,0.0
cae6dc1c62a7c6e04fbce1ec00b13eec,2,2024-09-01,2025-08-31,365,288,4.238394216133941,61.032876712328765,Kople As,75.0,Nygårdveien 159 8120 NYGÅRDSJØEN,LAD OPP - Nygårdsjøen - AC,Norway,365,POINT(14.32353 67.12154),1000.0,1000.0,16.76745531195989,484.51151679857537,23.732060245816974,9.831351652651522,105.92186799030198,1000.0,1000.0,1000.0,0,0,2,1,3,27,3,0,0,0.0
822ecada5a2c14bde21571c00b49e6fd,3,2025-04-07,2025-08-31,147,142,4.12540942302847,59.40589569160997,Kople As,300.0,Vesterålsgata 111 8403 SORTLAND,PWR UP - Coop Sortland,Norway,147,POINT(15.39946 68.68351),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
acaf6854dcff693da1e754140bd3e020,8,2025-05-25,2025-08-31,99,81,4.076704545454546,58.70454545454545,Ionity,350.0,Sætlandshaugen  8028 BODØ,IONITY Bodø,Norway,99,POINT(14.56929 67.28481),,,,,,,,,,,,,,,,,,,,
4538bd2c5c74618b76f439f92c187ece,3,2025-07-29,2025-08-25,28,15,4.054232804232804,58.38095238095239,Circle K,150.0,A. Kiellands gate 1 8663 MOSJØEN,Circle K Mosjøen,Norway,28,POINT(13.20098 65.84142),,,,,,,,,,,,,,,,,,,,
b930e540b2ffd316fdc00f59d72f16a4,1,2025-03-19,2025-08-31,166,144,4.05036813922356,58.325301204819276,Kople As,180.0,Nordlysveien 404 9046 OTEREN,Ishavskraft - Lyngskroa,Norway,166,POINT(19.88498 69.25701),1000.0,1000.0,68.82905570640224,209.48076032438786,1000.0,7.391759808847438,1000.0,79.7603833131005,132.45950389501087,1000.0,0,0,5,2,0,34,0,4,2,0.0
8369308520a3686dfcf00da2bbc432f0,4,2024-09-01,2025-08-31,365,343,4.027587519025875,57.9972602739726,Kople As,300.0,Rustaveien 16 9325 BARDUFOSS,Kople Spar Heggmo Bardufoss,Norway,365,POINT(18.50888 69.04361),1000.0,1000.0,1000.0,3.252897201004467,1000.0,3.388724270038538,1000.0,62.172025746465025,1000.0,1000.0,0,0,0,34,0,93,0,15,0,0.0
3324b0cd0ee1403f8de33e3d932bce46,4,2024-09-01,2025-08-31,365,295,3.9310312024353116,56.606849315068494,Recharge,50.0,Torolv Kveldulvsons gate 17 8800 SANDNESSJØEN,Recharge Sandnessjøen,Norway,365,POINT(12.63677 66.02312),1000.0,1000.0,134.5056761627374,17.621794698006276,1000.0,3.9345823743774764,63.05289419040955,1000.0,290.33687397673003,1000.0,0,0,16,28,0,25,6,0,3,0.0
0714ad45029cd561d42d821d0b6021bf,2,2024-09-01,2025-08-31,365,323,3.880612633181127,55.88082191780822,Kople As,200.0,Klakkjeveien 5 8920 SØMNA,PWR UP - Coop Berg,Norway,365,POINT(12.19671 65.36867),1000.0,1000.0,22.094888409366146,33.18297518199654,141.26876352489327,1.8944340409305616,1000.0,1000.0,1000.0,1000.0,0,0,6,28,3,91,0,0,0,0.0
ccee725d0028641a185994b7ee2064c0,4,2024-09-01,2025-08-31,365,307,3.858970700152207,55.56917808219178,Recharge,50.0,,Recharge Innhavet,Norway,365,POINT(15.92953 67.96251),1000.0,1000.0,1000.0,70.5158772971273,114.1647055834925,4.865700751018594,1000.0,53.07358838899355,142.78636423381323,1000.0,0,0,0,9,4,48,0,15,1,0.0
c3e45527b6ebe319ed107752db6b3524,6,2024-09-01,2025-08-31,365,342,3.852232369355657,55.47214611872147,Kople As,300.0,Olsborgveien  9329 MOEN,Kople Coop Extra Olsborg,Norway,365,POINT(18.59822 69.1427),1000.0,1000.0,31.12099754888158,135.40028391388105,1000.0,96.6650558163994,1000.0,58.3374906737021,1000.0,1000.0,0,0,12,19,0,28,0,5,0,0.0
ba697922682c64ab9021e41154332e2e,2,2024-09-02,2025-08-30,363,284,3.8453665442301808,55.3732782369146,Eviny,180.0,Strandgata 9 9008 TROMSØ,Alti Nerstranda,Norway,363,POINT(18.95394 69.64651),1000.0,172.99841317145558,315.1094703458199,106.12197167875445,1000.0,4.106259050337833,59.0375832315021,1000.0,6.366047080863538,1000.0,0,1,9,52,0,265,18,0,48,0.0
86faf378e905f2f327c1414e092d6a04,2,2024-09-01,2025-08-31,365,284,3.8252473363774735,55.083561643835615,Kople As,100.0,Oskarbakken 2 9389 HUSØY I SENJA,Oskarbakken 2 - Husøy i Senja,Norway,365,POINT(17.6642 69.54414),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,0,0,0.0
289e4d885c0673e23a1f615968d3fada,9,2024-09-01,2025-08-31,365,341,3.809318450870962,54.85418569254187,Eviny,200.0,Granvegen 12 7870 GRONG,Grong Kjøpesenter,Norway,365,POINT(12.31588 64.46449),1000.0,1000.0,1000.0,6.4709174644893706,7.19393914591403,23.10656029878613,1000.0,423.7053731460511,9.183872538677488,1000.0,0,0,0,44,19,57,0,8,11,0.0
bb195ae56a5c226b80a5199a822785b1,2,2024-09-01,2025-08-31,365,331,3.802416286149162,54.75479452054795,Kople As,150.0,Sentrum 47 7877 HØYLANDET,Kople YX Høylandet,Norway,365,POINT(12.29867 64.62597),1000.0,1000.0,35.090085053043786,86.3267005473411,1000.0,15.554900891605149,1000.0,1000.0,303.0147827406402,1000.0,0,0,12,27,0,27,0,0,4,0.0
