id,size_total,start_day,end_day,calendar_day_count_x,active_days_count,percentage_average,average_daily_minutes,operator,capacity_kw,address,title,country_name,calendar_day_count_y,geometry
b26ef3be6f1884d5426394e0f7c41bc0,2,2024-09-02,2025-08-30,363,198,2.862431129476584,41.21900826446281,Kople As,50.0,Fløyåsen 1 8294 HAMARØY,ChargeUp - Knut Hamsund VGS,Norway,363,POINT(15.6241 68.08347)
988a39746e6f8110fd8b2fa06b200a43,6,2024-12-21,2025-08-31,254,237,2.848680373286673,41.02099737532809,Kople As,400.0,Stasjonsveien  8515 NARVIK,Kople Universitetssykehuset i Narvik hurtigladere,Norway,254,POINT(17.46562 68.44707)
3336ab7244f6bc570d75621a021b94bd,4,2024-09-01,2025-08-31,365,304,2.772260273972603,39.92054794520548,Mer,50.0,"Sørfjord, 20/5  8264 ENGAN",Kobbelv Vertshus,Norway,365,POINT(15.89228 67.58005)
e4d40bd6caa8adbe8fa0242d36cb9cca,2,2024-09-01,2025-08-31,365,304,2.7141362252663623,39.083561643835615,Kople As,100.0,Campingvegen 1 8657 MOSJØEN,LAD OPP - Mosjøen Camping - AC,Norway,365,POINT(13.22013 65.83445)
9e61290f6990393311c24f46e150139e,4,2024-09-02,2025-08-31,364,301,2.7036114926739923,38.932005494505496,Mer,50.0,Sentrum 1 8226 STRAUMEN,Coop Prix Straumen,Norway,364,POINT(15.59077 67.3467)
2383425b7d496ff065b650bba4989c12,4,2024-09-01,2025-08-31,365,220,2.66652397260274,38.39794520547945,Recharge,50.0,Saltfjellveien 1573 8630 STORFORSHEIA,Recharge Krokstrand Café og Overnatting,Norway,365,POINT(15.0929 66.46263)
da838e4832b899bb2b0c7e6fb2db7cb0,1,2024-09-01,2025-08-30,364,239,2.4935134310134313,35.90659340659341,Eviny,100.0,Risøyhamn  8493 RISØYHAMN,Risøyhamn,Norway,364,POINT(15.6428 68.97469)
74cf065a20babb836488b65682cdb740,3,2025-06-10,2025-08-31,83,63,2.460954930834449,35.437751004016064,Circle K,180.0,Bodøveien 630 8019 BODØ,Circle K Hunstad,Norway,83,POINT(14.53955 67.27971)
68145c83c094261657d10bdeda3bbf80,2,2025-04-08,2025-08-31,146,106,2.4172374429223744,34.80821917808219,Kople As,180.0,Kjerringøyveien 1145 8093 KJERRINGØY,PWR UP - Kjerringøy,Norway,146,POINT(14.76145 67.51986)
4ee262cfb2ba4566a05655629a518d2c,4,2024-12-13,2025-08-31,262,236,2.340701865988126,33.70610687022901,Eviny,300.0,Storgata 39 8430 MYRE,Bunnpris Myre,Norway,262,POINT(15.09306 68.91464)
4a66298e15c6983dd6ffb2e3e0a780a3,1,2024-09-10,2025-08-30,355,102,2.3358763693270737,33.63661971830986,Eviny,75.0,Industriveien 7 8480 ANDENES,Rema 1000 Andenes,Norway,355,POINT(16.10047 69.30986)
6104519029d1ad716b4b9171068a0613,2,2024-09-01,2025-08-31,365,284,2.2921423135464236,33.00684931506849,Kople As,150.0,Sørfjordveien 2B 8230 SULITJELMA,PWR UP - Terråk,Norway,365,POINT(12.37507 65.08909)
410eb19aef80f189b84a52625d58e56c,2,2024-09-02,2025-08-31,364,283,2.268582112332112,32.667582417582416,Kople As,100.0,Håndverkeren 14 8250 ROGNAN,ChargeUp - Dragefossen Rognan,Norway,364,POINT(15.3915 67.10341)
